permaticker,ticker,cik,effective_from,effective_to,relationship_type,source,source_record_id,confidence,mapping_rationale,review_status
187742,WFTIQ,1170565,2019-08-05,2019-12-13,direct,sharadar_tickers.secfilings,permaticker:187742,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
187749,ERI,1590895,2014-09-22,2020-07-20,ticker_rename,sharadar_tickers.secfilings,permaticker:187749,high,traded as ERI until renamed 2020-07-21 (ACTIONS tickerchangefrom),auto_high_precedence
187749,CZR,1590895,2020-07-21,,direct,sharadar_tickers.secfilings,permaticker:187749,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
187780,PAYC,1590955,2014-04-15,,direct,sharadar_tickers.secfilings,permaticker:187780,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
187787,GRUB,1594109,2014-04-04,2021-06-13,ticker_rename,sharadar_tickers.secfilings,permaticker:187787,high,traded as GRUB until renamed 2021-06-14 (ACTIONS tickerchangefrom),auto_high_precedence
187787,GRUB1,1594109,2021-06-14,2021-06-14,direct,sharadar_tickers.secfilings,permaticker:187787,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
187803,CFG,759944,2014-09-24,,direct,sharadar_tickers.secfilings,permaticker:187803,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
187881,FIVN,1288847,2014-04-04,,direct,sharadar_tickers.secfilings,permaticker:187881,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
187888,W,1616707,2014-10-02,,direct,sharadar_tickers.secfilings,permaticker:187888,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
187928,QRVO,1604778,2015-01-02,,direct,sharadar_tickers.secfilings,permaticker:187928,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
187958,GPRO,1500435,2014-06-26,,direct,sharadar_tickers.secfilings,permaticker:187958,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
187959,TWTR,1418091,2013-11-07,2022-10-27,direct,sharadar_tickers.secfilings,permaticker:187959,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
189743,ECA,1792580,2002-04-08,2020-01-26,ticker_rename,sharadar_tickers.secfilings,permaticker:189743,high,traded as ECA until renamed 2020-01-27 (ACTIONS tickerchangefrom),auto_high_precedence
189743,OVV,1792580,2020-01-27,,direct,sharadar_tickers.secfilings,permaticker:189743,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
189782,TEVA,818686,1990-03-26,,direct,sharadar_tickers.secfilings,permaticker:189782,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
190485,NXPI,1413447,2010-08-06,,direct,sharadar_tickers.secfilings,permaticker:190485,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
190927,MTSL,1025561,1997-05-21,2021-07-27,ticker_rename,sharadar_tickers.secfilings,permaticker:190927,high,traded as MTSL until renamed 2021-07-28 (ACTIONS tickerchangefrom),auto_high_precedence
190927,SBET,1025561,2021-07-28,,direct,sharadar_tickers.secfilings,permaticker:190927,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
191345,PRGO,1585364,1991-12-17,,direct,sharadar_tickers.secfilings,permaticker:191345,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
191413,BURL,1579298,2013-10-02,,direct,sharadar_tickers.secfilings,permaticker:191413,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
191420,WPI,1578845,1989-06-22,2013-01-23,ticker_rename,sharadar_tickers.secfilings,permaticker:191420,high,traded as WPI until renamed 2013-01-24 (ACTIONS tickerchangefrom),auto_high_precedence
191420,ACT,1578845,2013-01-24,2015-06-14,ticker_rename,sharadar_tickers.secfilings,permaticker:191420,high,traded as ACT until renamed 2015-06-15 (ACTIONS tickerchangefrom),auto_high_precedence
191420,AGN,1578845,2015-06-15,2020-05-08,direct,sharadar_tickers.secfilings,permaticker:191420,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
191531,ICE,1571949,2005-11-16,,direct,sharadar_tickers.secfilings,permaticker:191531,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
191556,LBTYA,1570585,2004-06-03,,share_class,sharadar_tickers.secfilings,permaticker:191556,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
191587,MNK,1567892,2013-06-17,2020-10-12,ticker_rename,sharadar_tickers.secfilings,permaticker:191587,high,traded as MNK until renamed 2020-10-13 (ACTIONS tickerchangefrom),auto_high_precedence
191587,MNKKQ,1567892,2020-10-13,2022-06-27,direct,sharadar_tickers.secfilings,permaticker:191587,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
191707,LMCA,1560385,2013-01-10,2017-12-27,ticker_rename,sharadar_tickers.secfilings,permaticker:191707,high,traded as LMCA until renamed 2017-12-28 (ACTIONS tickerchangefrom),auto_high_precedence
191707,FWONA,1560385,2017-12-28,,direct,sharadar_tickers.secfilings,permaticker:191707,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
191803,WWAV,1555365,2012-10-26,2017-04-11,direct,sharadar_tickers.secfilings,permaticker:191803,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
191804,ZTS,1555280,2013-02-01,,direct,sharadar_tickers.secfilings,permaticker:191804,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
191844,CONE,1553023,2013-01-18,2022-03-24,direct,sharadar_tickers.secfilings,permaticker:191844,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
191882,ETN,1551182,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:191882,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
191883,ABBV,1551152,2013-01-02,,direct,sharadar_tickers.secfilings,permaticker:191883,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
191963,KRFT,1545158,2012-09-17,2015-07-02,direct,sharadar_tickers.secfilings,permaticker:191963,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192041,FANG,1539838,2012-10-12,,direct,sharadar_tickers.secfilings,permaticker:192041,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192106,PSX,1534701,2012-04-12,,direct,sharadar_tickers.secfilings,permaticker:192106,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192123,VNTV,1533932,2012-03-22,2018-01-15,ticker_rename,sharadar_tickers.secfilings,permaticker:192123,high,traded as VNTV until renamed 2018-01-16 (ACTIONS tickerchangefrom),auto_high_precedence
192123,WP,1533932,2018-01-16,2019-07-30,direct,sharadar_tickers.secfilings,permaticker:192123,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192161,ESRX,1532063,1992-06-09,2018-12-20,direct,sharadar_tickers.secfilings,permaticker:192161,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192178,KORS,1530721,2011-12-15,2019-01-01,ticker_rename,sharadar_tickers.secfilings,permaticker:192178,high,traded as KORS until renamed 2019-01-02 (ACTIONS tickerchangefrom),auto_high_precedence
192178,CPRI,1530721,2019-01-02,,direct,sharadar_tickers.secfilings,permaticker:192178,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192206,RH,1528849,2012-11-02,,direct,sharadar_tickers.secfilings,permaticker:192206,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192244,WHLR,1527541,2012-11-19,,direct,sharadar_tickers.secfilings,permaticker:192244,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192267,TRIP,1526520,2011-12-07,,direct,sharadar_tickers.secfilings,permaticker:192267,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192287,SLCA,1524741,2012-02-01,2024-07-30,direct,sharadar_tickers.secfilings,permaticker:192287,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192490,NCLH,1513761,2013-01-18,,direct,sharadar_tickers.secfilings,permaticker:192490,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192545,MPC,1510295,2011-06-24,,direct,sharadar_tickers.secfilings,permaticker:192545,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192577,LMCA,1507934,2006-05-04,2013-01-09,ticker_rename,sharadar_tickers.secfilings,permaticker:192577,high,traded as LMCA until renamed 2013-01-10 (ACTIONS tickerchangefrom),auto_high_precedence
192577,STRZA,1507934,2013-01-10,2016-12-08,direct,sharadar_tickers.secfilings,permaticker:192577,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192581,MARA,1507605,2014-07-28,,direct,sharadar_tickers.secfilings,permaticker:192581,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192585,ARCP,1507385,2011-09-09,2015-07-30,ticker_rename,sharadar_tickers.secfilings,permaticker:192585,high,traded as ARCP until renamed 2015-07-31 (ACTIONS tickerchangefrom),auto_high_precedence
192585,VER,1507385,2015-07-31,2021-10-29,direct,sharadar_tickers.secfilings,permaticker:192585,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192598,SSH,1506492,2012-02-16,2017-06-02,ticker_rename,sharadar_tickers.secfilings,permaticker:192598,high,traded as SSH until renamed 2017-06-03 (ACTIONS tickerchangefrom),auto_high_precedence
192598,CHFS,1506492,2017-06-03,2021-04-26,ticker_rename,sharadar_tickers.secfilings,permaticker:192598,high,traded as CHFS until renamed 2021-04-27 (ACTIONS tickerchangefrom),auto_high_precedence
192598,NUWE,1506492,2021-04-27,,direct,sharadar_tickers.secfilings,permaticker:192598,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192603,KMI,1506307,2011-02-11,,direct,sharadar_tickers.secfilings,permaticker:192603,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192745,SAVE,1498710,2011-05-26,2024-11-17,ticker_rename,sharadar_tickers.secfilings,permaticker:192745,high,traded as SAVE until renamed 2024-11-18 (ACTIONS tickerchangefrom),auto_high_precedence
192745,SAVEQ,1498710,2024-11-18,2024-11-18,direct,sharadar_tickers.secfilings,permaticker:192745,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192812,GGP,1496048,1993-04-08,2009-04-30,ticker_rename,sharadar_tickers.secfilings,permaticker:192812,high,traded as GGP until renamed 2009-05-01 (ACTIONS tickerchangefrom),auto_high_precedence
192812,GGWPQ,1496048,2009-05-01,2010-03-04,ticker_rename,sharadar_tickers.secfilings,permaticker:192812,high,traded as GGWPQ until renamed 2010-03-05 (ACTIONS tickerchangefrom),auto_high_precedence
192812,GGP,1496048,2010-03-05,2018-08-27,direct,sharadar_tickers.secfilings,permaticker:192812,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192851,MTSI,1493594,2012-03-15,,direct,sharadar_tickers.secfilings,permaticker:192851,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192878,HZNP,1492426,2011-07-28,2023-10-05,direct,sharadar_tickers.secfilings,permaticker:192878,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192920,GRPN,1490281,2011-11-04,,direct,sharadar_tickers.secfilings,permaticker:192920,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
192935,LALLF,1489393,2010-04-28,2010-10-14,ticker_rename,sharadar_tickers.secfilings,permaticker:192935,high,traded as LALLF until renamed 2010-10-15 (ACTIONS tickerchangefrom),auto_high_precedence
192935,LYB,1489393,2010-10-15,,direct,sharadar_tickers.secfilings,permaticker:192935,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193088,Q,1478242,2013-05-09,2017-11-17,ticker_rename,sharadar_tickers.secfilings,permaticker:193088,high,traded as Q until renamed 2017-11-18 (ACTIONS tickerchangefrom),auto_high_precedence
193088,IQV,1478242,2017-11-18,,direct,sharadar_tickers.secfilings,permaticker:193088,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193125,GNRC,1474735,2010-02-11,,direct,sharadar_tickers.secfilings,permaticker:193125,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193197,GM,1467858,2010-11-18,,direct,sharadar_tickers.secfilings,permaticker:193197,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193203,ACN,1467373,2001-07-19,,direct,sharadar_tickers.secfilings,permaticker:193203,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193213,IR,1466258,1986-01-01,2020-03-01,ticker_rename,sharadar_tickers.secfilings,permaticker:193213,high,traded as IR until renamed 2020-03-02 (ACTIONS tickerchangefrom),auto_high_precedence
193213,TT,1466258,2020-03-02,,direct,sharadar_tickers.secfilings,permaticker:193213,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193222,HS,1465112,2003-12-24,2004-03-16,ticker_rename,sharadar_tickers.secfilings,permaticker:193222,high,traded as HS until renamed 2004-03-17 (ACTIONS tickerchangefrom),auto_high_precedence
193222,DTV,1465112,2004-03-17,2015-07-23,ticker_rename,sharadar_tickers.secfilings,permaticker:193222,high,traded as DTV until renamed 2015-07-24 (ACTIONS tickerchangefrom),auto_high_precedence
193222,DTV1,1465112,2015-07-24,2015-07-24,direct,sharadar_tickers.secfilings,permaticker:193222,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193238,RCPT,1463729,2013-05-09,2015-08-27,direct,sharadar_tickers.secfilings,permaticker:193238,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193243,ENPH,1463101,2012-03-30,,direct,sharadar_tickers.secfilings,permaticker:193243,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193321,MJN,1452575,2009-02-11,2017-06-14,direct,sharadar_tickers.secfilings,permaticker:193321,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193333,RIG,1451505,1993-05-28,,direct,sharadar_tickers.secfilings,permaticker:193333,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193422,VRSK,1442145,2009-10-07,,direct,sharadar_tickers.secfilings,permaticker:193422,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193427,AVGO,1730168,2009-08-06,,direct,sharadar_tickers.secfilings,permaticker:193427,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193488,DISCA,1437107,2005-07-08,2022-04-10,ticker_rename,sharadar_tickers.secfilings,permaticker:193488,high,traded as DISCA until renamed 2022-04-11 (ACTIONS tickerchangefrom),auto_high_precedence
193488,WBD,1437107,2022-04-11,,share_class,sharadar_tickers.secfilings,permaticker:193488,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193510,CTEI,1435064,2015-06-25,2015-06-25,ticker_rename,sharadar_tickers.secfilings,permaticker:193510,high,traded as CTEI until renamed 2015-06-26 (ACTIONS tickerchangefrom),auto_high_precedence
193510,CETX,1435064,2015-06-26,,direct,sharadar_tickers.secfilings,permaticker:193510,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193542,AR,1433270,2013-10-10,,direct,sharadar_tickers.secfilings,permaticker:193542,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193634,LO,1424847,2008-06-10,2015-06-11,direct,sharadar_tickers.secfilings,permaticker:193634,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193651,AGNC,1423689,2008-05-15,,direct,sharadar_tickers.secfilings,permaticker:193651,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193748,DPS,1418135,2008-05-07,2018-07-09,ticker_rename,sharadar_tickers.secfilings,permaticker:193748,high,traded as DPS until renamed 2018-07-10 (ACTIONS tickerchangefrom),auto_high_precedence
193748,KDP,1418135,2018-07-10,,direct,sharadar_tickers.secfilings,permaticker:193748,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
193776,SATS,1415404,2008-01-02,2026-06-23,ticker_rename,sharadar_tickers.secfilings,permaticker:193776,high,traded as SATS until renamed 2026-06-24 (ACTIONS tickerchangefrom),auto_high_precedence
